EU rejects German call to boycott British lamb .	NNP VBZ JJ NN TO VB JJ NN .
Huddersfield 2 Norwich 0	VBN CD NNP CD
Ipswich 0 Wolverhampton 0	NNP CD NNP CD
Manchester City 3 Bradford 2	NNP NNP CD NNP CD
Oldham 0 Queens Park Rangers 2	NNP CD NNP NNP NNPS CD
Reading 0 Port Vale 1	VBG CD NNP NNP CD
Sheffield United 1 Portsmouth 0	NNP NNP CD NNP CD
Stoke 2 Tranmere 0	VB CD NNP CD
Playing Sunday : West Bromwich v Bolton	VBG NNP : NNP NNP FW NNP
F.A. Challenge Cup second round	NNP NNP NNP JJ NN
Barnet 3 Wycombe 3	NN CD NNP CD
Blackpool 0 Hednesford 1	NNP CD NNP CD
Bristol City 9 St Albans 2	NNP NNP CD NNP NNP CD
Cambridge United 0 Woking 2	NNP NNP CD VBG CD
Carlisle 1 Darlington 0	NNP CD NNP CD
Chester 1 Boston 0	NNP CD NNP CD
Chesterfield 2 Scarborough 0	NNP CD NNP CD
Enfield 1 Peterborough 1	NNP CD NNP CD
Hull 1 Crewe 5	NNP CD NNP CD
Leyton Orient 1 Stevenage 2	NNP NNP CD NNP CD
Luton 2 Boreham Wood 1	NN CD NNP NNP CD
Mansfield 0 Stockport 3	NNP CD NNP CD
Notts County 3 Rochdale 1	NNP NNP CD NNP CD
Preston 2 York 3	NNP CD NNP CD
Sudbury Town 1 Brentford 3	NNP NNP CD NNP CD
Walsall 1 Burnley 1	NNP CD NNP CD
Watford 5 Ashford Town 0	NNP CD NNP NNP CD
Wrexham 2 Scunthorpe 2	UH CD NNP CD
Cardiff 0 Gillingham 2	NNP CD NNP CD
RUGBY UNION - CAMPESE SIGNS OFF WITH TRY IN WALLABY ROMP .	NNP NN : NN NNS VBN IN NNP IN JJ NNS .
LONDON 1996-12-07	NNP CD
Australia bade farewell to David Campese in spectacular fashion by overwhelming the Barbarians 39-12 in the final match of their European tour at Twickenham on Saturday .	NNP VBD NN TO NNP NNP IN JJ NN IN VBG DT NNP CD IN DT JJ NN IN PRP$ JJ NN IN NNP IN NNP .
The Wallabies ran in five tries with Campese , who has retired from test rugby after collecting 101 caps and a world record 64 tries , adding one last touchdown in a Wallaby jersey before departing the international game .	DT NNPS VBD IN CD VBZ IN NNP , WP VBZ VBN IN NN RB IN VBG CD NNS CC DT NN NN CD VBZ , VBG CD JJ NN IN DT NNP NN IN VBG DT JJ NN .
The Barbarians included 14 internationals but , with only two pre-match practice sessions behind them , proved no real match for a Wallaby side determined to finish their 12-match tour unbeaten .	DT NNP VBD CD NNS CC , IN RB CD JJ NN NNS IN PRP , VBD DT JJ NN IN DT NNP NN VBD TO VB PRP$ JJ NN JJ .
The touring team were 27-0 ahead by half-time before easing up in the second-half .	DT NN NN VBD CD RB IN NN IN VBG RP IN DT JJ .
Full-back Matthew Burke finished with a personal haul of 24 points to take his tour aggregate to 136 .	NNP NNP NNP VBD IN DT JJ NN IN CD NNS TO VB PRP$ NN NN TO CD .
RUGBY UNION - AUSTRALIA BEAT BARBARIANS 39-12 .	NNP NN : NNP NN VBZ CD .
LONDON 1996-12-07	NNP CD
Australia beat the Barbarians 39-12 ( halftime 27-0 ) in the final match of their European tour on Saturday :	NNP VBD DT NNP CD ( NN CD ) IN DT JJ NN IN PRP$ JJ NN IN NNP :
Scorers :	NNS :
Australia - Tries : Matthew Burke ( 2 ) , Joe Roff , David Campese , Tim Horan .	NNP : NNS : NNP NNP ( CD ) , NNP NNP , NNP NNP , NNP NNP .
Penalties : Burke ( 2 ) .	NNS : NNP ( CD ) .
Conversions : Burke ( 4 ) .	NNS : NNP ( CD ) .
Barbarians - Tries : Alan Bateman , Scott Quinnell .	NNP : NNS : NNP NNP , NNP NNP .
Conversion : Rob Andrew .	NNP : NNP NNP .
GOLF - ZIMBABWE OPEN THIRD ROUND SCORES .	NN : NNP NNP NNP NNP NNP .
HARARE 1996-12-07	VB CD
Leading third round scores in the	JJ JJ JJ NNS IN DT
Zimbabwe Open on Saturday ( South African unless stated ) :	NNP NNP IN NNP ( NNP NNP IN JJ ) :
201 Mark McNulty ( Zimbabwe ) 72 61 68	CD NNP NNP ( NNP ) CD CD CD
205 Des Terblanche 65 67 73	CD NNP NNP CD CD CD
206 Nick Price ( Zimbabwe ) 68 68 70	CD NNP NNP ( NNP ) CD CD CD
207 Clinton Whitelaw 70 70 67 , Mark Cayeux ( Zimbabwe )	CD NNP NNP CD CD CD , NNP NNP ( NNP )
69 69 69 , Justin Hobday 71 65 71	CD CD CD , NNP NNP CD CD CD
209 Steve van Vuuren 65 69 75	CD NNP NNP NNP CD CD CD
210 Brett Liddle 75 65 70	CD NNP NNP CD CD CD
211 Hugh Baiocchi 73 67 71 , Greg Reid 72 68 71 , Mark	CD NNP NNP CD CD CD , NNP NNP CD CD CD , NNP
Murless 71 67 73	VBP CD CD CD
212 Trevor Dodds ( Namibia ) 72 69 71 , Schalk van der	CD NNP NNP ( NNP ) CD CD CD , NNP NNP FW
Merwe ( Namibia ) 67 73 72 , Hennie Swart 75 64 73 ,	RB ( NNP ) CD CD CD , NNP NNP CD CD CD ,
Andrew Pitts ( U.S. ) 69 67 76	NNP NNP ( NNP ) CD CD CD
213 Sean Farrell ( Zimbabwe ) 77 68 68 , Glen Cayeux	CD NNP NNP ( NNP ) CD CD CD , NNP NN
( Zimbabwe ) 75 68 70 , Nic Henning 73 70 70 , Dion	( NNP ) CD CD CD , NNP NNP CD CD CD , NNP
Fourie 69 73 71	NNP CD CD CD
214 Steven Waltman 72 70 72 , Bradford Vaughan 72 71	CD NNP NNP CD CD CD , NNP NNP CD CD
71 , Andrew Park 72 67 75 , Desvonde Botes 72 68 74 .	CD , NNP NNP CD CD CD , NNP NNPS CD CD CD .
SOCCER - REINSTATED ALBANIA NAMES SQUAD TO PLAY N.IRELAND .	NN : VBN NNP NNP NNP TO VB NNP .
TIRANA 1996-12-07	NNP CD
Albanian coach Astrit Hafizi said on Saturday it was important that his players brush aside the country 's short ban by FIFA in order to concentrate on next Saturday'sWorld Cup group nine qualifier against Northern Ireland .	JJ NN NNP NNP VBD IN NNP PRP VBD JJ IN PRP$ NNS VBP RB DT NN POS JJ NN IN NNP IN NN TO VB IN JJ NNP NNP NN CD NN IN NNP NNP .
World soccer 's governing body reinstated Albania last Tuesday after the Balkan country 's government lifted suspensions on various soccer officials .	NNP NN POS VBG NN VBN NNP JJ NNP IN DT NNP NN POS NN VBD NNS IN JJ NN NNS .
FIFA had banned Albania indefinitely after its sports ministry had ordered the suspension of Albanian Football Association general secretary Eduard Dervishi and dissolved the executive committee .	NNP VBD VBN NNP RB IN PRP$ NNS NN VBD VBN DT NN IN NNP NNP NNP JJ NN NNP NNP CC VBN DT JJ NN .
" We would be very happy with a draw in Belfast , " said Hafizi . "	" PRP MD VB RB JJ IN DT NN IN NNP , " VBD NN . "
Especially if one takes into consideration our difficult post-suspension situation and the fact Northern Ireland is very keen to win . "	RB IN NN VBZ IN NN PRP$ JJ JJ NN CC DT NN NNP NNP VBZ RB JJ TO VB . "
Regular defender Artur Lekbello , who is injured , was missing from Hafizi 's squad named on Saturday for the Belfast match .	JJ NN NNP NNP , WP VBZ VBN , VBD VBG IN NNP POS NN VBN IN NNP IN DT NNP VBP .
Squad :	VB :
Goalkeepers - Blendi Nallbani , Armir Grima	NNS : NNP NNP , NNP NNP
Defenders - Rudi Vata , Saimir Malko , Arjan Xhumba , Ilir Shulku , Afrim Tole , Nevil Dede , Arjan Bellai	NNS : NNP NNP , NNP NNP , NNP NNP , NNP NNP , VB NNP , NNP NNP , NNP NNP
Midfielders - Bledar Kola , Altin Haxhi , Sokol Prenga , Ervin Fakaj	NNS : NNP NNP , NNP NNP , NNP NNP , NNP NNP
Forwards - Altin Rraklli , Viktor Paco , Fatmir Vata , Erjon Bogdani .	NNS : NNP NNP , NNP NNP , NNP NNP , NNP NNP .
CRICKET - JONES HITS CENTURY AS VICTORIA FIGHT BACK .	NNP : NNP VBZ NNP NNP NNP NN NNP .
HOBART , Australia 1996-12-07	NNP , NNP CD
Former Australia test batsman Dean Jones hit an unbeaten 130 to lead Victoria 's fightback in their Sheffield Shield match against Tasmania on Saturday .	NNP NNP NN NN NNP NNP VBD DT JJ CD TO VB NNP POS RB IN PRP$ NNP NNP NN IN NNP IN NNP .
Replying to the home side 's first innings 481 for eight declared , Victoria reached 220 for three at close of play on the second day of the four-day match at Hobart 's Bellerive Oval .	VBG TO DT NN NN POS JJ NN CD IN CD NN , NNP VBD CD IN CD IN JJ IN NN IN DT JJ NN IN DT JJ NN IN NNP POS NNP JJ .
Jones became the fourth century-maker of the match , equalling the feats of Tasmanian trio David Boon , Shaun Young and Michael DiVenuto .	NNP VBD DT JJ NN IN DT NN , VBG DT NNS IN JJ NN NNP NNP , NNP NNP CC NNP NNP .
Jones , who took over as captain for the match in the absence of Australia test leg-spinner Shane Warne , added 195 runs for the third wicket with left-hander Laurie Harper .	NNP , WP VBD RP IN NN IN DT NN IN DT NN IN NNP NN NN NNP NNP , VBD CD NNS IN DT JJ NN IN NN NNP NNP .
Harper was eventually dismissed for 77 after the pair joined forces with their side reeling on nine for two .	NNP VBD RB VBN IN CD IN DT NN VBD NNS IN PRP$ NN VBG IN CD IN CD .
Earlier , former Australia test batsman David Boon scored 118 and all-rounder Shaun Young hit 113 .	RBR , JJ NNP NN NN NNP NNP VBD CD CC JJ NNP NNP VBD CD .
The pair hammered 36 boundaries between them .	DT NN VBD CD NNS IN PRP .
Pace bowler Ian Harvey claimed three for 81 for Victoria .	NNP NN NNP NNP VBD CD IN CD IN NNP .
CRICKET - SHEFFIELD SHIELD SCORE .	NNP : NNP NNP NNP .
HOBART , Australia 1996-12-07	NNP , NNP CD
Close of play score on the second day of the four-day Sheffield Shield cricket match between Tasmania and Victoria at Bellerive Oval on Saturday :	JJ IN NN NN IN DT JJ NN IN DT JJ NNP NNP NN NN IN NNP CC NNP IN NNP JJ IN NNP :
Tasmania 481 for eight declared ( Michael DiVenuto 119 , David Boon 118 , Shaun Young 113 ) ; Victoria 220 for three ( Dean Jones 130 not out ) .	NNP CD IN CD NNS ( NNP NNP CD , NNP NNP CD , NNP NNP CD ) : NNP CD IN CD ( NNP NNP CD RB RP ) .
SOCCER - SOUTH KOREA MOVE CLOSE TO QUARTER-FINAL BERTH .	NN : NNP NN RB NN TO NNP NNP .
ABU DHABI 1996-12-07	NNP NNPS CD
South Korea made virtually certain of an Asian Cup quarter-final spot with a 4-2 win over Indonesia in a Group A match on Saturday .	NNP NNP VBD RB JJ IN DT NNP NNP JJ NN IN DT JJ NN IN NNP IN DT NNP NNP NN IN NNP .
After going four up in the first 55 minutes South Korea allowed Indonesia , newcomers to Asian Cup finals , back into the match , conceding two goals from rare counter attacks .	IN VBG CD RB IN DT JJ CD NNS NNP NNP VBD NNP , NNS TO NNP NNP NNS , RB IN DT NN , VBG CD NNS IN JJ NN NNS .
Kim Do Hoon opened the scoring for South Korea in only the fifth minute , turning unmarked on the penalty spot to fire a shot into the top corner .	NNP VBP NNP VBD DT NN IN NNP NNP IN RB DT JJ NN , VBG RB IN DT NN NN TO VB DT NN IN DT JJ NN .
It looked like turning into a rout as Hwang Sun Hong rapidly added two more in the seventh and 15th minutes but although the Koreans continued to dominate they failed to add to the score before the interval .	PRP VBD IN VBG IN DT NN IN NNP NNP NNP RB VBD CD RBR IN DT JJ CC JJ NNS CC IN DT NNPS VBD TO VB PRP VBD TO VB TO DT NN IN DT NN .
But they started the second half where they had left off and it was not long before they went four up , Ko Jeong Woon heading in from a free kick in the 55th minute .	CC PRP VBD DT JJ NN WRB PRP VBD VBN RB CC PRP VBD RB JJ IN PRP VBD CD RB , NNP NNP NNP VBG RB IN DT JJ NN IN DT JJ NN .
The Koreans then appeared to relax , allowing the Indonesians to get back into the match .	DT NNPS RB VBD TO VB , VBG DT NNPS TO VB RB IN DT NN .
Ronny Wabia scored for Indonesia three minutes later direct from a a corner kick that Korean goalkeeper Kim Byung reached with one hand but failed to keep out .	NNP NNP VBD IN NNP CD NNS RB VBP IN DT DT NN NN IN JJ NN NNP NNP VBD IN CD NN CC VBD TO VB IN .
With 65 minutes gone Indonesia 's Widodo Putra , who scored a spectacular goal against Kuwait on Wednesday , was again on target , breaking through the Korean defence to beat the keeper with a low shot .	IN CD NNS VBN NNP POS NNP NNP , WP VBD DT JJ NN IN NNP IN NNP , VBD RB IN NN , VBG IN DT JJ NN TO VB DT NN IN DT JJ NN .
Indonesian keeper Hendro Kartiko produced a string of fine saves to prevent the Koreans increasing their lead .	JJ NN NNP NNP VBD DT NN IN JJ VBZ TO VB DT NNPS VBG PRP$ NN .
Teams :	NNS :
Indonesia : 20 - Hendro Kartiko ; 2 - Agung Setyabudi ; 3 - Suwandi Siswoyo ; 4 - Yeyen Tumera ; 5 - Aples Tecuari ; 6 - Sudiriman ; 7 - Widodo Gahyo Purta ; 8 - Ronny Wabia ; 11 - Bima Sakti ; 12 - Chris Yarangga ( 15 - Francis Wewengken 36 ) ; 16 - Marzuki Badriawan .	NNP : CD : NNP NNP : CD : NNP NNP : CD : NNP NNP : CD : NNP NNP : CD : NNP NNP : CD : NN : CD : NNP NNP NNP : CD : NNP NNP : CD : NNP NNP : CD : NNP NNP ( CD : NNP NNP CD ) : CD : NNP NNP .
South Korea : 1 - Kim Byung Ji ; 2 - Kim Pan Keun ; 5 - Huh Ki Tae ; 8 - Roh Sang Rae ( 7 - Sin Tae Yong 33 ) ; 9 - Kim Do Hoon ; 11 - Ko Jeong Woon ; 17 - Ha Seok Ju ; 18 - Hwang Sun Hong ; 22 - Lee Young Jin ; 23 - Yoo Sang Chul ; 24 - Kim Joo Sung .	NNP NNP : CD : NNP NNP NNP : CD : NNP NNP NNP : CD : NNP NNP NNP : CD : NNP NNP NNP ( CD : NNP NNP NNP CD ) : CD : NNP VBP NNP : CD : NNP NNP NNP : CD : NNP NNP NNP : CD : NNP NNP NNP : CD : NNP NNP NNP : CD : NNP NNP NNP : CD : NNP NNP NNP .
SOCCER - ISRAELI FIRST DIVISION RESULTS / STANDINGS .	NN : NNP NNP NNP NNS SYM NNS .
JERUSALEM 1996-12-07	VBN CD
Results of first division soccer	NNS IN JJ NN NN
matches played over the weekend :	NNS VBN IN DT NN :
Zafririm Holon 1 Hapoel Petah Tikva 1	NNP NNP CD NNP NNP NNP CD
Maccabi Haifa 1 Hapoel Taibe 1	NNP NNP CD NNP NNP CD
Hapoel Kfar Sava 1 Bnei Yehuda 0	NNP NNP NNP CD NNP NNP CD
Hapoel Tel Aviv 1 Betar Jerusalem 4	NNP NNP NNP CD NNP NNP CD
Hapoel Jerusalem 0 Maccabi Tel Aviv 4	NNP NNP CD NNP NNP NNP CD
Ironi Rishon Lezion 1 Maccabi Herzliya 0	NNP NNP NNP CD NNP NNP CD
Hapoel Beit She'an 2 Hapoel Beersheba 1	NNP NNP NNP CD NNP NNP CD
Maccabi Petah Tikva 0 Hapoel Haifa 2	NNP NNP NNP CD NNP NNP CD
Standings ( tabulate under played , won , drawn , lost , goals	NNS ( NN IN JJ , VBD , VBN , VBD , NNS
for , against , points ) :	IN , RB , VBZ ) :
Betar Jerusalem 12 10 2 0 28 7 32	NNP NNP CD CD CD CD CD CD CD
Hapoel Petah Tikva 12 9 2 1 27 13 29	NNP NNP NNP CD CD CD CD CD CD CD
Hapoel Beersheba 12 8 0 4 18 9 24	NNP NNP CD CD CD CD CD CD CD
Maccabi Tel Aviv 12 6 4 2 21 14 22	NNP NNP NNP CD CD CD CD CD CD CD
Maccabi Petah Tikva 12 6 2 4 14 12 20	NNP NNP NNP CD CD CD CD CD CD CD
Bnei Yehuda 12 6 2 4 15 15 20	NNP NNP CD CD CD CD CD CD CD
Hapoel Haifa 12 6 1 5 21 16 19	NNP NNP CD CD CD CD CD CD CD
Maccabi Haifa 12 4 4 4 14 15 16	NNP NNP CD CD CD CD CD CD CD
Hapoel Kfar Sava 12 5 1 6 10 11 16	NNP NNP NNP CD CD CD CD CD CD CD
Hapoel Jerusalem 12 4 1 7 10 18 13	NNP NNP CD CD CD CD CD CD CD
Ironi Rishon Lezion 12 4 1 7 13 24 13	NNP NNP NNP CD CD CD CD CD CD CD
Zafririm Holon 12 2 4 6 8 14 10	NNP NNP CD CD CD CD CD CD CD
Maccabi Herzliya 12 3 1 8 5 12 10	NNP NNP CD CD CD CD CD CD CD
Hapoel Taiba 12 3 1 8 10 21 10	NNP NNP CD CD CD CD CD CD CD
Hapoel Beit She'an 12 2 3 7 9 13 9	NNP NNP NNP CD CD CD CD CD CD CD
Hapoel Tel Aviv 12 2 3 7 7 16 9	NNP NNP NNP CD CD CD CD CD CD CD
SOCCER - ASIAN CUP RESULTS .	NN : NNP NNP NNS .
ABU DHABI 1996-12-07	NNP NNPS CD
Results of Asian Cup group A matches on Saturday :	NNS IN NNP NNP NN NNP VBZ IN NNP :
United Arab Emirates 3 Kuwait 2 ( halftime 0-2 )	NNP NNP NNPS CD NNP CD ( NN CD )
Scorers :	NNS :
UAE - Hassan Ahmed 53 , Adnan Al Talyani 55 , Bakhit Saad 80	NNP : NNP NNP CD , NNP NNP NNP CD , NNP NNP CD
Kuwait - Jassem Al-Huwaidi 9 , 44	NNP : NNP NNP CD , CD
Attendance : 15,000	NN : CD
South Korea 4 Indonesia 2 ( 3-0 )	NNP NNP CD NNP CD ( CD )
Scorers :	NNS :
South Korea - Kim Do Hoon 5 , Hwang Sun Hong 7 and 15 , Koo	NNP NNP : NNP VBP NNP CD , NNP NNP NNP CD CC CD , NNP
Jeon Woon 55	NNP NNP CD
Indonesia - Ronny Wabia 58 , Widodo Putra 65	NNP : NNP NNP CD , NNP NNP CD
Attendance : 2,000	NNP : CD
Group A standings ( tabulate under : played , won , drawn , lost ,	NNP NNP VBZ ( NN IN : VBN , VBD , VBN , VBD ,
goals for , against , points ) :	NNS IN , RB , VBZ ) :
South Korea 2 1 1 0 5 3 4	NNP NNP CD CD CD CD CD CD CD
UAE 2 1 1 0 4 3 4	NNP CD CD CD CD CD CD CD
Kuwait 2 0 1 1 4 5 1	NNP CD CD CD CD CD CD CD
Indonesia 2 0 1 1 4 6 1	NNP CD CD CD CD CD CD CD
NBA BASKETBALL - STANDINGS AFTER FRIDAY 'S GAMES .	NNP NNP : NNP NNP NNP POS NNS .
NEW YORK 1996-12-07	NNP NNP CD
Standings of National	NNS IN NNP
Basketball Association teams after games played on Friday	NNP NNP NNS IN NNS VBN IN NNP
( tabulate under won , lost , percentage , games behind ) :	( NN IN JJ , VBD , NN , NNS IN ) :
EASTERN CONFERENCE	NNP NNP
ATLANTIC DIVISION	NN NNP
W L PCT GB	NNP NNP NNP NNP
MIAMI 14 5 .737 -	NNP CD CD CD :
NEW YORK 11 6 .647 2	NNP NNP CD CD CD CD
ORLANDO 8 7 .533 4	NNP CD CD CD CD
WASHINGTON 7 9 .438 5 1/2	NNP CD CD CD CD CD
PHILADELPHIA 7 10 .412 6	NNP CD CD CD CD
NEW JERSEY 4 10 .286 7 1/2	NNP NNP CD CD CD CD CD
BOSTON 4 13 .235 9	NNP CD CD CD CD
CENTRAL DIVISION	NNP NNP
W L PCT GB	NNP NNP NNP NNP
CHICAGO 17 1 .944 -	NNP CD CD CD :
DETROIT 14 3 .824 2 1/2	VBG CD CD CD CD CD
CLEVELAND 11 6 .647 5 1/2	NNP CD CD CD CD CD
ATLANTA 10 8 .556 7	NNP CD CD CD CD
MILWAUKEE 8 8 .500 8	NNP CD CD CD CD
INDIANA 8 8 .500 8	VBG CD CD CD CD
CHARLOTTE 8 9 .471 8 1/2	JJ CD CD CD CD CD
TORONTO 6 11 .353 10 1/2	TO CD CD CD CD CD
WESTERN CONFERENCE	NNP NNP
MIDWEST DIVISION	JJS NNP
W L PCT GB	NNP NNP NNP NNP
HOUSTON 16 2 .889 -	NNP CD CD CD :
UTAH 15 2 .882 1/2	NNP CD CD CD CD
MINNESOTA 7 11 .389 9	NNP CD CD CD CD
DALLAS 6 11 .353 9 1/2	NNP CD CD CD CD CD
DENVER 5 14 .263 11 1/2	NN CD CD CD CD CD
SAN ANTONIO 3 14 .176 12 1/2	NNP NNP CD CD CD CD CD
VANCOUVER 3 16 .158 13 1/2	NNP CD CD CD CD CD
PACIFIC DIVISION	NNP NNP
W L PCT GB	NNP NNP NNP NNP
SEATTLE 15 5 .750 -	NNP CD CD CD :
LA LAKERS 14 7 .667 1 1/2	NNP NNS CD CD CD CD CD
PORTLAND 12 8 .600 3	NNP CD CD CD CD
LA CLIPPERS 7 11 .389 7	NNP NNP CD CD CD CD
GOLDEN STATE 6 13 .316 8 1/2	NNP NNP CD CD CD CD CD
SACRAMENTO 6 13 .316 8 1/2	NNP CD CD CD CD CD
PHOENIX 3 14 .176 10 1/2	NNS CD CD CD CD CD
SATURDAY , DECEMBER 7 SCHEDULE	NNP , NN CD NNP
TORONTO AT ATLANTA	TO VB NN
LA CLIPPERS AT NEW YORK	NNP NNP NNP JJ NNP
MILWAUKEE AT WASHINGTON	NNP NNP NNP
DETROIT AT NEW JERSEY	NNP NNP JJ NNP
MIAMI AT CHICAGO	NNP NNP NNP
VANCOUVER AT DALLAS	NNP NNP NNP
PHILADELPHIA AT HOUSTON	NNP NNP NNP
UTAH AT DENVER	NNP NNP NN
CHARLOTTE AT SEATTLE	NNP NNP NNP
NBA BASKETBALL - FRIDAY 'S RESULTS .	NNP NNP : NNP POS NNS .
NEW YORK 1996-12-07	NNP NNP CD
Results of National Basketball	NNS IN NNP NNP
Association games on Friday ( home team in CAPS ) :	NNP NNS IN NNP ( NN NN IN NNP ) :
New Jersey 110 BOSTON 108 ( OT )	NNP NNP CD NN CD ( NNP )
DETROIT 93 Cleveland 81	RB CD NNP CD
New York 103 MIAMI 85	NNP NNP CD NNP CD
Phoenix 101 SACRAMENTO 95	NNP CD NNP CD
Vancouver 105 SAN ANTONIO 89	NNP CD NNP NNP CD
UTAH 106 Minnesota 95	NNP CD NNP CD
PORTLAND 97 Charlotte 93	NNP CD NNP CD
Indiana 86 GOLDEN STATE 71	NNP CD NNP NNP CD
LA LAKERS 92 Orlando 81	NNP NNS CD NNP CD
NHL ICE HOCKEY - STANDINGS AFTER FRIDAY 'S GAMES .	NNP NNP NNP : NNP NNP NNP POS NNS .
NEW YORK 1996-12-07	NNP NNP CD
Standings of National Hockey	NNS IN NNP NNP
League teams after games played on Friday ( tabulate under won ,	NNP NNS IN NNS VBN IN NNP ( NN IN JJ ,
lost , tied , goals for , goals against , points ) :	VBD , VBN , NNS IN , NNS IN , VBZ ) :
EASTERN CONFERENCE	NNP NNP
NORTHEAST DIVISION	NN NNP
W L T GF GA PTS	NNP NNP NNP NNP NNP NNP
HARTFORD 12 7 6 77 76 30	NNP CD CD CD CD CD CD
BUFFALO 13 12 2 78 77 28	NNP CD CD CD CD CD CD
MONTREAL 11 14 4 99 104 26	NNP CD CD CD CD CD CD
BOSTON 10 11 4 74 84 24	NNP CD CD CD CD CD CD
PITTSBURGH 10 13 3 86 94 23	NNS CD CD CD CD CD CD
OTTAWA 7 12 6 64 77 20	NNP CD CD CD CD CD CD
ATLANTIC DIVISION	NN NNP
W L T GF GA PTS	NNP NNP NNP NNP NNP NNP
FLORIDA 17 4 6 83 53 40	NNP CD CD CD CD CD CD
PHILADELPHIA 15 12 2 81 78 32	NNP CD CD CD CD CD CD
NEW JERSEY 14 10 1 61 61 29	NNP NNP CD CD CD CD CD CD
WASHINGTON 13 13 1 72 71 27	NNP CD CD CD CD CD CD
NY RANGERS 11 13 5 97 86 27	DT NNS CD CD CD CD CD CD
NY ISLANDERS 7 11 8 65 72 22	DT NNS CD CD CD CD CD CD
TAMPA BAY 8 15 2 69 81 18	NNP NNP CD CD CD CD CD CD
WESTERN CONFERENCE	NNP NNP
CENTRAL DIVISION	NNP NNP
W L T GF GA PTS	NNP NNP NNP NNP NNP NNP
DETROIT 15 9 4 81 53 34	VBG CD CD CD CD CD CD
DALLAS 16 10 1 77 66 33	NNP CD CD CD CD CD CD
ST LOUIS 14 14 0 82 84 28	PRP VBZ CD CD CD CD CD CD
CHICAGO 12 13 3 72 70 27	NNP CD CD CD CD CD CD
TORONTO 11 16 0 81 95 22	TO CD CD CD CD CD CD
PHOENIX 9 13 4 61 74 22	NNS CD CD CD CD CD CD
PACIFIC DIVISION	NNP NNP
W L T GF GA PTS	NNP NNP NNP NNP NNP NNP
COLORADO 17 7 4 100 60 38	NNP CD CD CD CD CD CD
VANCOUVER 14 11 1 84 83 29	NNP CD CD CD CD CD CD
EDMONTON 14 14 1 99 90 29	NN CD CD CD CD CD CD
LOS ANGELES 11 13 3 72 83 25	NNP NNP CD CD CD CD CD CD
SAN JOSE 10 13 4 69 87 24	NNP NNP CD CD CD CD CD CD
ANAHEIM 9 14 5 74 87 23	NNP CD CD CD CD CD CD
CALGARY 10 16 2 65 77 22	NNP CD CD CD CD CD CD
SATURDAY , DECEMBER 7 SCHEDULE	NNP , NN CD NNP
PHOENIX AT NEW JERSEY	NNP NNP JJ NNP
CALGARY AT BOSTON	VB NNP NNP
BUFFALO AT HARTFORD	NNP NNP NNP
WASHINGTON AT NY ISLANDERS	NNP NNP NNP NNP
CHICAGO AT MONTREAL	NNP NNP NNP
NY RANGERS AT TORONTO	NNP NNP NNP NNP
ANAHEIM AT PITTSBURGH	NNP NNP NNP
COLORADO AT LOS ANGELES	NNP NNP NNP NNP
TAMPA BAY AT SAN JOSE	NNP NNP NNP NNP NNP
OTTAWA AT VANCOUVER	NNP NNP NNP
NHL ICE HOCKEY - FRIDAY 'S RESULTS .	NNP NNP NNP : NNP POS NNS .
NEW YORK 1996-12-07	NNP NNP CD
Results of National Hockey	NNS IN NNP NNP
League games on Friday ( home team in CAPS ) :	NNP NNS IN NNP ( NN NN IN NNP ) :
NY RANGERS 6 Toronto 5	DT NNS CD NNP CD
BUFFALO 1 Anaheim 1 ( OT )	NNP CD NNP CD ( NNP )
Pittsburgh 5 WASHINGTON 3	NNP CD NNP CD
Montreal 3 CHICAGO 1	NNP CD NNP CD
Philadelphia 6 DALLAS 3	NNP CD NNP CD
St Louis 4 COLORADO 3	NNP NNP CD NNP CD
EDMONTON 5 Ottawa 2	NN CD NNP CD
NHL ICE HOCKEY - CANUCKS RW BURE SUSPENDED FOR ONE GAME .	NNP NNP NNP : NNS NNP NNP VBD IN NNP NNP .
NEW YORK 1996-12-06	NNP NNP CD
Vancouver Canucks star right wing Pavel Bure was suspended for one game by the National Hockey League and fined $ 1,000 Friday for his hit on Buffalo Sabres defenceman Garry Galley on Wednesday .	NNP NNP NN RB NN NNP NNP VBD VBN IN CD NN IN DT NNP NNP NNP CC VBN $ CD NNP IN PRP$ VBD IN NNP NNP NN NNP NNP IN NNP .
Bure received a double-minor penalty for high-sticking with 2:22 left in the first period of Wednesday 's 7-6 overtime win by Vancouver after colliding with Galley in Buffalo zone .	JJ VBD DT JJ NN IN NN IN CD VBN IN DT JJ NN IN NNP POS CD NN VB IN NNP IN VBG IN NNP IN NNP NN .
Galley suffered a concussion and did not return to the game .	NNP VBD DT NN CC VBD RB VB TO DT NN .
" Mr Bure left his feet to deliver a forearm blow to Mr Galley as he was about to be checked legally by his opponent , " said NHL discipline chief Brian Burke in handing out the suspension .	" NNP NNP VBD PRP$ NNS TO VB DT NN NN TO NNP NNP IN PRP VBD IN TO VB VBN RB IN PRP$ NN , " VBD NNP NN NN NNP NNP IN VBG RP DT NN .
" Although it is clear from the videotape that Mr Bure 's actions were a reaction to the impending hit and there was no intent to injure his opponent , there can be no excuse for this type of conduct , " Burke said .	" IN PRP VBZ JJ IN DT NN IN NNP NNP POS NNS VBD DT NN TO DT JJ NN CC EX VBD DT NN TO VB PRP$ NN , EX MD VB DT NN IN DT NN IN NN , " NNP VBD .
